Product Name,Product Category,Product Price,Product Price (INR),Quantity
Mother's Pride Sesame Seeds Hulled,Spices,$11.11,602.72,1kg
Saurbhi Cooking Soda,Spices,$2.17,117.72,125g
Saurbhi Javantri,Spices,$9.36,507.78,50g
Saurbhi Tamarind Concentrate,Spices,$3.49,189.33,227g
Saurbhi Citric Acid,Spices,$2.59,140.51,125g
Sohum Ragi Malt,Flours,$3.94,213.74,200g
Telugu Idli Rava,Flours,$16.50,895.12,5kg
Uttam Idli Rava,Flours,$2.78,150.82,908g
Marathi Swaad Bajari Flour,Flours,$6.28,340.69,1kg
Telugu Rice Rava,Flours,$4.32,234.36,908g
Bansari Flour - Handva,Flours,$3.31,179.57,908g
Deep Flour - Besan Fine,Flours,$4.78,259.32,907g
Saurbhi Flour - Besan Fine 4.​54k,Flours,$19.30,1047.03,4g
Saurbhi Flour - Mohanthal,Flours,$2.68,145.39,454g
Thulasi Little Millet Flour,Flours,$8.25,447.56,1kg
Viya Ladu Flour,Flours,$3.77,204.52,908g
Dh Un Roasted Rice Flour,Flours,$5.26,285.35,1kg
Samrat Rava,Flours,$3.57,193.67,1kg
Saurbhi Flour - Jav,Flours,$4.38,237.61,908g
Telugu Idli Rava,Flours,$4.32,234.36,908g
Viya Thepla Mix Flour,Flours,$4.63,251.18,908g
Brahmins Ragi Puttu Powder,Flours,$5.48,297.29,1kg
Farm/​F Roasted Rava,Flours,$5.50,298.38,1kg
Indya Flour -Besan Fine 1.​,Flours,$8.96,486.08,816kg
PG Besan Flour Fine,Flours,$7.99,433.46,2kg
Thulasi Bajra Flour,Flours,$4.40,238.7,1kg
Bansari Flour - Udad,Flours,$6.73,365.1,908g
Gajanand Flour - Bhakhri (​Wheat Flour Coarse),Flours,$3.61,195.84,1kg
Bansari Flour - Mohanthal,Flours,$2.25,122.06,454g
Bansari Flour - Soya,Flours,$5.57,302.17,908g
Gajanand Flour - Juwar,Flours,$4.63,251.18,1kg
Nirapara Idiyappam Podi,Flours,$5.15,279.39,1kg
Sohum Upwas Bhajni,Flours,$9.03,489.88,500g
Uttam Flour - Besan 1.​,Flours,$9.11,494.22,8kg
Bansari Flour - Mohanthal,Flours,$4.35,235.99,908g
Dh Roasted Ragi Flour,Flours,$6.27,340.15,1kg
Gajanand Fada Lapsi Coarse,Flours,$3.61,195.84,908g
Maharaja/​C Flour - Tapioca,Flours,$2.12,115.01,500g
Saurbhi Flour - Red Juwar,Flours,$5.94,322.24,908g
Uttam Flour - Besan,Flours,$20.42,1107.79,5kg
Bansari Flour - Mathia,Flours,$3.44,186.62,454g
Brahmins Millet Dosa Powder,Flours,$5.89,319.53,500g
Eastern Idiyappam Podi,Flours,$5.50,298.38,1kg
Gajanand Flour - Bajri,Flours,$3.16,171.43,908g
Gajanand Flour - Bhakhri (​Wheat Flour Coarse),Flours,$17.28,937.44,5kg
Gajanand Flour - Rice Coarse,Flours,$3.45,187.16,1kg
Gajanand Soji Coarse,Flours,$3.45,187.16,908g
Indya Flour - Ladu,Flours,$4.93,267.45,908g
Jk Flour- Polenta,Flours,$3.45,187.16,1kg
Nirapara Puttu Podi,Flours,$5.50,298.38,1kg
Nirapara Rice Powder,Flours,$5.50,298.38,1kg
Mother's Pride Pickle - Chhundo,Pickles,$3.99,216.46,450g
Pattu Chutney - Delhi Ki Chat,Pickles,$4.42,239.78,340g
Priya Ginger Garlic Pst,Pickles,$7.97,432.37,1kg
Deep Mixed Pickle Relish In Oil,Pickles,$4.60,249.55,283gm
Deep Pickle - Kharek,Pickles,$8.55,463.84,850g
Funfoods's Veg Mayonnaise Tandoori,Pickles,$4.46,241.96,245g
Mother's Recipe Maharashtra Mango,Pickles,$5.48,297.29,500g
Mother's Recipe Pickle - Amba Haldar,Pickles,$5.48,297.29,500g
Priya Pickle - Onion,Pickles,$2.68,145.39,300g
Deep Pickle - Kerda,Pickles,$7.35,398.74,730g
Deep Pickle - Mango Hot,Pickles,$4.60,249.55,283g
Mother's Pride Pickle - Vadhavani Chilli,Pickles,$3.99,216.46,400g
Mother's Recipe Punjabi Mix Pickle,Pickles,$5.48,297.29,500g
Bedekar Mango Chilli Pickle,Pickles,$3.83,207.78,400g
Deep Pickle -Berry Gunda,Pickles,$7.33,397.65,720g
Marathi Swaad Mango Pickle,Pickles,$4.26,231.1,500g
Pachranga Pickle - Red Chilli Stuffed,Pickles,$5.99,324.96,800g
Pattu Chutney - Bollywood Masala,Pickles,$3.91,212.12,340g
Priya Pickle - Cut Mango With Garlic,Pickles,$7.97,432.37,1kg
Telugu Pickle - Gongura Red Chilli with garlic,Pickles,$2.90,157.32,300g
Deep Pickle - Chana Methi Mango,Pickles,$7.33,397.65,720g
Deep Pickle - Green Chilli,Pickles,$6.72,364.56,700g
Mother's Pride Pickle - Gorkeri,Pickles,$3.99,216.46,450g
Mother's Pride Pickle - Kerda,Pickles,$3.99,216.46,400g
Priya Pickle - Mix Vegetable Without Garlic,Pickles,$2.68,145.39,300g
Ashoka Pickle - Lime Hot,Pickles,"was $4.63


$3.69",251.18,500g
Mother's Pride Pickle - Mix,Pickles,$3.99,216.46,400g
Mother's Sweet Mango chutney,Pickles,$4.23,229.48,340g
Telugu Pickle - Karela With Garlic,Pickles,$2.90,157.32,300g
Funfoods's Pizza Topping,Pickles,$4.46,241.96,250g
Mother's Pride Pickle - Punjabi Mix,Pickles,$3.99,216.46,400g
Mother's Pride Pickle - Chana Methi,Pickles,$3.99,216.46,400g
Mother's Pride Pickle - Sweet Lemon,Pickles,$3.99,216.46,450g
Pachranga Pickle - Mango Peeled,Pickles,$5.99,324.96,800g
Priya Pickle - Brinjal With Garlic,Pickles,$2.68,145.39,300g
Telugu Pickle - Tamarind,Pickles,$2.90,157.32,300g
Ahmed Carrot Pickle In Oil,Pickles,$6.58,356.96,1kg
Ashoka Pickle - Methiya Mango,Pickles,"was $4.63


$3.69",251.18,500G
Deep Chutney - Dry Garlic,Pickles,$5.48,297.29,150g
Marathi Swaad Gavran Mango Pickle,Pickles,$4.26,231.1,500g
Pachranga Pickle - Green Chili,Pickles,$5.99,324.96,800g
Telugu Tamarind Paste,Pickles,$3.65,198.01,300g
Ashoka Chutney - Coriander,Pickles,$3.50,189.88,250g
Deep Pickle - Gondal Chilli,Pickles,$7.94,430.74,700g
Marathi Swaad Lime Pickle,Pickles,$4.26,231.1,500g
Mother's Pride Pickle - Punjabi Mixed,Pickles,$7.49,406.33,1kg
Mother's Recipe South Indian Pickle Garlic,Pickles,$4.05,219.71,400g
Pattu Chutney - Pakora,Pickles,$4.42,239.78,360g
Mother's Recipe Garlic Paste Best Before - 24/​03/​2024,"Chutney, Paste & Sauces",$4.69,254.43,300g
Ramdev Chutney - Panipuri,"Chutney, Paste & Sauces",$3.87,209.95,220gm
Ramdev Chutney - Sandwich,"Chutney, Paste & Sauces",$3.87,209.95,220gm
Sabrini - Golgappa Pani,"Chutney, Paste & Sauces",$6.27,340.15,930ml
Sabrini Chutney - Tamarind,"Chutney, Paste & Sauces",$4.38,237.61,400g
Sabrini Date Tamarind Dip,"Chutney, Paste & Sauces",$5.48,297.29,390g
Saurbhi Chutney - Chatpata Chaat,"Chutney, Paste & Sauces",$2.36,128.03,220g
Foram Chutney - Pani Puri,"Chutney, Paste & Sauces",$4.09,221.88,340g
Jaipur Chutney - Pudina,"Chutney, Paste & Sauces",$5.15,279.39,400gm
Jaipur Panipuri Pani,"Chutney, Paste & Sauces",$5.15,279.39,930ml
Saurbhi Chutney - All In One,"Chutney, Paste & Sauces",$2.24,121.52,240g
Saurbhi Chutney - Red Chilli Garlic,"Chutney, Paste & Sauces",$2.24,121.52,220g
Veeba Achari Veginnaise,"Chutney, Paste & Sauces",$5.97,323.87,300g
Ching's Jain Schezwan Chutney,"Chutney, Paste & Sauces",$4.07,220.8,250g
Foram Chutney - Mint,"Chutney, Paste & Sauces",$4.09,221.88,340g
Kissan Pineaple Jam,"Chutney, Paste & Sauces",$7.13,386.8,500g
Kissan Tomato Ketchup,"Chutney, Paste & Sauces",$8.17,443.22,1kg
M/​R Red Chilli Paste,"Chutney, Paste & Sauces",$3.81,206.69,300g
Maggi Rich Tomato -Ketchup,"Chutney, Paste & Sauces",$5.99,324.96,1kg
Mother's Chutney - Spicy Tomato,"Chutney, Paste & Sauces",$4.67,253.35,250g
Pattu Sauce - Tomato,"Chutney, Paste & Sauces",$4.16,225.68,500g
Ramdev Chutney - Bhelpuri,"Chutney, Paste & Sauces",$3.87,209.95,250gm
Saurbhi Sauce - Chilli Garlic,"Chutney, Paste & Sauces",$2.36,128.03,220g
Ashoka Ginger Paste,"Chutney, Paste & Sauces","was $6.58


$5.49",356.96,1kg
Katoomba Crushed Ginger,"Chutney, Paste & Sauces",$3.91,212.12,350gm
Mother's Chutney - All In One,"Chutney, Paste & Sauces",$5.77,313.02,250g
Mother's Recipe Ginger Paste,"Chutney, Paste & Sauces",$4.34,235.44,300g
Sabrini - Mint Pani,"Chutney, Paste & Sauces",$6.78,367.82,930ml
Veeba Mint Veginnaise,"Chutney, Paste & Sauces",$5.98,324.42,300g
Veeba Tandoori Veginnaise,"Chutney, Paste & Sauces",$6.05,328.21,300g
Ashoka Tandoori Paste,"Chutney, Paste & Sauces",$30.50,1654.62,5kg
Ching's Schezwan Ketchup,"Chutney, Paste & Sauces",$6.10,330.92,485g
Jaipur Imli Pani,"Chutney, Paste & Sauces",$6.03,327.13,930ml
Khushboo Chutney - Delhi Chat,"Chutney, Paste & Sauces",$4.38,237.61,370g
Spice Story Chutney - Lemon,"Chutney, Paste & Sauces",$3.28,177.94,220g
Spice Story Chutney - Mango Mustard,"Chutney, Paste & Sauces",$3.28,177.94,200g
Veeba Schezwan Chilli Chutney,"Chutney, Paste & Sauces",$6.55,355.34,320g
Winn Sauce Green Chilli,"Chutney, Paste & Sauces",$3.92,212.66,690g
Ashoka Chutney - Date & Tamarind,"Chutney, Paste & Sauces",$11.39,617.91,910g
Auspice Garlic Paste,"Chutney, Paste & Sauces",$51.68,2803.64,10kg
Deep Chutney - Green Chili,"Chutney, Paste & Sauces",$3.92,212.66,283g
Deep Chutney - Grn Ccnt,"Chutney, Paste & Sauces",$3.92,212.66,283g
J & J Garlic & Ginger Paste,"Chutney, Paste & Sauces","was $7.13


$5.79",386.8,1kg
Jaipur Tikha Pudina Pani,"Chutney, Paste & Sauces",$6.03,327.13,930ml
Maggi Hot & Sweet Sauce,"Chutney, Paste & Sauces",$6.58,356.96,1kg
Maggi Rich Tomato Nong,"Chutney, Paste & Sauces",$7.94,430.74,1kg
Mother's Recipe Ginger & Garlic Paste 1.​,"Chutney, Paste & Sauces",$11.29,612.48,8kg
Pattu Paste - Garlic,"Chutney, Paste & Sauces",$12.66,686.8,2kg
Induben Khakhra Handmade - Masala,"Khakhara, Papad & Fryums",$4.99,270.71,200g
Maniarr's Papad - Garlic,"Khakhara, Papad & Fryums",$1.99,107.96,200g
Marathi Swaad Flower Kurdai,"Khakhara, Papad & Fryums",$3.25,176.31,200g
Gajanand Khakhara - Achar Masala,"Khakhara, Papad & Fryums","was $3.13


$2.49",169.8,200g
I Snack Khakhra - Plain,"Khakhara, Papad & Fryums",$2.88,156.24,200g
InInduben Khakhara - Jeeralu,"Khakhara, Papad & Fryums",$2.99,162.21,200g
Marathi Swaad Crispy Sago Kurdai,"Khakhara, Papad & Fryums",$5.19,281.56,200g
Bansari Khichiya Papad - Jeera,"Khakhara, Papad & Fryums",$2.49,135.08,200g
Gajanand Khakhara - Double Methi,"Khakhara, Papad & Fryums","was $3.13


$2.49",169.8,200g
Khushboo Udad Black Pepper Papad,"Khakhara, Papad & Fryums",$2.19,118.81,200g
Maitrii Khakhra - Methi,"Khakhara, Papad & Fryums",$10.00,542.5,500g
Saurbhi Bhakhari Khakhara - Plain,"Khakhara, Papad & Fryums",$2.99,162.21,200g
Induben Khakra - Cholafali,"Khakhara, Papad & Fryums",$2.99,162.21,200g
Induben Khakra - Mangroli,"Khakhara, Papad & Fryums",$2.99,162.21,200g
Marathi Swaad Poha Papad,"Khakhara, Papad & Fryums",$3.89,211.03,200g
Gajanand Khakhara - Masala,"Khakhara, Papad & Fryums","was $3.13


$2.49",169.8,200g
I Snack Khakhra - Jeera,"Khakhara, Papad & Fryums",$2.88,156.24,200g
Induben Khakhara - Pani Puri,"Khakhara, Papad & Fryums",$2.99,162.21,200g
Saurbhi Fryums - Okra Cut,"Khakhara, Papad & Fryums",$1.58,85.72,200g
Deep Khakhara - Ginger-Chili,"Khakhara, Papad & Fryums",$2.99,162.21,200g
Eastern Papad,"Khakhara, Papad & Fryums",$3.53,191.5,200g
Shanta G Bhakhri - Plain,"Khakhara, Papad & Fryums",$2.99,162.21,200g
Viya Potato Wafers,"Khakhara, Papad & Fryums",$4.14,224.59,150g
Bansari Khichiya Papad - Green Chilli,"Khakhara, Papad & Fryums",$2.49,135.08,200g
Induben Khakhra Handmade - Plain,"Khakhara, Papad & Fryums",$4.99,270.71,200g
Maniarr's Khakhra - Plain,"Khakhara, Papad & Fryums",$2.99,162.21,200g
Marathi Swaad Home Made Appalam Papad,"Khakhara, Papad & Fryums",$4.15,225.14,285g
Satva Fryums Pipe Yellow,"Khakhara, Papad & Fryums",$1.43,77.58,200g
Gajanand Khakhara - Methi,"Khakhara, Papad & Fryums","was $3.13


$2.49",169.8,200g
Khushboo Bikaneri Special Papad,"Khakhara, Papad & Fryums",$2.68,145.39,200g
Saurbhi Fryums - Regular,"Khakhara, Papad & Fryums",$1.45,78.66,200g
Deep Bhakri- Plain,"Khakhara, Papad & Fryums",$3.75,203.44,200g
Gapata Sapata Rice Papad,"Khakhara, Papad & Fryums","was $2.08


$1.49",112.84,200g
Marathi Swaad Panjabi Papad,"Khakhara, Papad & Fryums",$3.88,210.49,180g
Bansari Khichiya Papad -Red Chilli,"Khakhara, Papad & Fryums",$2.49,135.08,200g
I Snack Khakhra - Honey Methi,"Khakhara, Papad & Fryums",$2.88,156.24,200g
Marathi Swaad Potato Mirgund Red,"Khakhara, Papad & Fryums",$3.11,168.72,200g
Marathi Swaad Salpapadi,"Khakhara, Papad & Fryums",$3.99,216.46,150g
Saurbhi Fryums - Squares,"Khakhara, Papad & Fryums",$1.27,68.9,200g
Shree Ganesh Cumin Papad,"Khakhara, Papad & Fryums",$2.61,141.59,200g
Gajanand Khakhara - Jeera,"Khakhara, Papad & Fryums","was $3.13


$2.49",169.8,200g
Gajanand Unfried Panipuri,"Khakhara, Papad & Fryums","was $2.08


$1.49",112.84,200g
Induben Khakhra Handmade - Jeera,"Khakhara, Papad & Fryums",$4.99,270.71,200g
Kemchho Bhakri - Methi,"Khakhara, Papad & Fryums",$3.49,189.33,200gm
Khushboo Chana Masala Papad,"Khakhara, Papad & Fryums",$2.51,136.17,200g
Raj Amrut Khakhra - Ghee,"Khakhara, Papad & Fryums",$4.01,217.54,250g
Saurbhi Fryums - Alphabet,"Khakhara, Papad & Fryums",$1.45,78.66,200g
Saurbhi Sago Papad Green Chilli,"Khakhara, Papad & Fryums",$2.29,124.23,200g
Sunflower Oil - Gold Winner,Oil & Ghee,$22.44,1217.37,5ltr
CFC Mustard Oil,Oil & Ghee,$6.19,335.81,1ltr
Grb Ghee,Oil & Ghee,$150.00,8137.5,10ltr
Tez Organic Mustard Oil,Oil & Ghee,$11.56,627.13,950ml
Thulasi Sesame Oil 1 Liter,Oil & Ghee,$13.45,729.66,1g
Viya Gingelly Oil,Oil & Ghee,$39.88,2163.49,5ltr
777 Deepam Lamp Oil,Oil & Ghee,$7.57,410.67,1ltr
Amul Ghee,Oil & Ghee,$149.99,8136.96,10 Ltr
Bansari Mustard Oil,Oil & Ghee,$4.99,270.71,500ml
Gopalji Ghee,Oil & Ghee,$9.06,491.51,370g
Mother Dairy Ghee,Oil & Ghee,$19.29,1046.48,1ltr
Patanjali Groundnut Oil,Oil & Ghee,$30.15,1635.64,5ltr
Punjas Mustard Oil,Oil & Ghee,$5.85,317.36,750ml
Sohna Mustard Oil,Oil & Ghee,$9.38,508.87,2Ltr
Sohna Mustard Oil,Oil & Ghee,$3.39,183.91,500ml
777 Sesame Oil,Oil & Ghee,$11.07,600.55,1ltr
777 Sesame Oil,Oil & Ghee,$21.29,1154.98,2ltr
Sunflower Oil - Indya,Oil & Ghee,$30.99,1681.21,10ltr
Saffola Gold Oil,Oil & Ghee,$29.33,1591.15,5ltr
Saurbhi A2 Gir Cow Ghee,Oil & Ghee,$11.43,620.08,250ml
Britannia Cow Ghee,Oil & Ghee,$158.82,8615.98,10 Ltr
Gopalji Ghee,Oil & Ghee,$82.35,4467.49,5kg
Mann Ghee,Oil & Ghee,$16.57,898.92,1ltr
Punjas Mustard Oil,Oil & Ghee,$21.41,1161.49,2ltr
Satva Groundnut Oil,Oil & Ghee,$8.13,441.05,1ltr
Thulasi Coconut Oil,Oil & Ghee,$11.56,627.13,1 Ltr
Thulasi Peanut Oil,Oil & Ghee,$11.56,627.13,1ltr
Appu Black Sesame Seed Oil,Oil & Ghee,$8.25,447.56,500ml
Diamond Ghee,Oil & Ghee,"was $17.99


$13.49",975.96,700g
Mann Ghee,Oil & Ghee,$74.99,4068.21,5ltr
Rkg Pure Cow Ghee,Oil & Ghee,$17.99,975.96,800gm
Viya Coconut Oil,Oil & Ghee,$9.29,503.98,1ltr
777 Deepam Lamp Oil,Oil & Ghee,$3.93,213.2,500ml
Appu Black Sesame Seed Oil,Oil & Ghee,$16.25,881.56,1l
Canola Oil - Amrit,Oil & Ghee,$61.18,3319.02,20ltr
Cardia Groundnut Oil Filtered,Oil & Ghee,$7.44,403.62,1ltr
Patanjali Coconut Oil,Oil & Ghee,$7.84,425.32,250ml
Rkg Organic Cow Ghee,Oil & Ghee,$14.49,786.08,500ml
Tirupati Groundnut Oil,Oil & Ghee,$8.10,439.42,1ltr
Verka Ghee,Oil & Ghee,$9.06,491.51,500g
Viya Groundnut Oil,Oil & Ghee,$30.94,1678.5,5ltr
777 Sesame Oil,Oil & Ghee,$48.21,2615.39,5ltr
GRB Ghee - Brown,Oil & Ghee,$27.45,1489.16,1660ml
Mahalaxmi Desi Cow Ghee,Oil & Ghee,$20.70,1122.97,1ltr
Sabrini Ghee,Oil & Ghee,"was $130.00


$120.00",7052.5,10ltr
Sunflower Oil - Sungrow,Oil & Ghee,$62.99,3417.21,20ltr
Thulasi Mustard Oil,Oil & Ghee,$5.94,322.24,1 Ltr
Tata Gold Coffee,Tea & Drink Mixes,$10.67,578.85,100g
Tata Tea Kanan Devan Clsc,Tea & Drink Mixes,$7.07,383.55,500g
Brook Bond 3 Roses,Tea & Drink Mixes,$7.47,405.25,250g
CFC Traditional Blend,Tea & Drink Mixes,$7.64,414.47,200g
Evora Filter Coffee,Tea & Drink Mixes,$5.36,290.78,60g
Horlicks Women's Plus,Tea & Drink Mixes,$11.36,616.28,400g
Mahalaxmi Instant - Ginger Chai with Sugar,Tea & Drink Mixes,$13.11,711.22,500g
Mahalaxmi Instant - Masala Chai,Tea & Drink Mixes,$11.86,643.4,250g
Narasu's Pure Instant,Tea & Drink Mixes,$11.19,607.06,200g
Sabar Tea,Tea & Drink Mixes,$12.49,677.58,1kg
Viya Vimto Sharbat,Tea & Drink Mixes,$4.95,268.54,700ml
Bournvita Drink Mix,Tea & Drink Mixes,$8.49,460.58,500g
Brook Bond 3 Roses,Tea & Drink Mixes,$15.64,848.47,500g
Bru Coffee - Instant,Tea & Drink Mixes,$12.44,674.87,200g
Dabur Vedic Tea,Tea & Drink Mixes,$4.64,251.72,250g
Dilmah Ceylon Loose Leaf Tea,Tea & Drink Mixes,$7.86,426.4,300g
Dilmah Ceylon Loose Leaf Tea,Tea & Drink Mixes,$13.14,712.84,550g
Evora Filter Coffee,Tea & Drink Mixes,$10.36,562.03,100g
Evora Instatnt Coffee,Tea & Drink Mixes,$7.14,387.34,60g
Girnar Premix Turmeric Latte,Tea & Drink Mixes,$3.33,180.65,90g
ID Filter Coffee,Tea & Drink Mixes,$12.84,696.57,450ml
Mahalaxmi Instant - Cardamom Chai with Sugar,Tea & Drink Mixes,$13.11,711.22,500g
Narasu's Insta Strong,Tea & Drink Mixes,$11.19,607.06,200g
Thulasi Filter Coffee,Tea & Drink Mixes,$9.29,503.98,500g
Double Horse Matta Rice,Rice & Atta,$52.32,2838.36,20kg
Hari Om Foods Indrayani Rice,Rice & Atta,$28.97,1571.62,5kg
Parliament Organic Khichdi Mix Rice,Rice & Atta,$16.73,907.6,5kg
Bansari Rice - Ponni Boiled,Rice & Atta,$3.49,189.33,1kg
Deep Flour - Multi Grain 9.​,Rice & Atta,$24.84,1347.57,07kg
Lal Qilla Cls Basmati Rice,Rice & Atta,$19.57,1061.67,5kg
Taj Classic Rice,Rice & Atta,$5.04,273.42,1kg
Thulasi Thjv Ponni Raw Rice,Rice & Atta,$17.38,942.86,5kg
Aithra Red Parboiled Rice,Rice & Atta,$17.38,942.86,5kg
Banno Basmati Rice,Rice & Atta,$81.40,4415.95,20kg
Bansari Rice - Red Raw,Rice & Atta,$3.49,189.33,1kg
Deep Flour - Multi Grain 4.​,Rice & Atta,$17.57,953.17,5kg
Taj King Sela Rice,Rice & Atta,$17.48,948.29,5kg
Daawat Biryani Extra Long Rice,Rice & Atta,"was $87.99


$78.99",4773.46,20kg
Lal Qilla Majestic Rice,Rice & Atta,$5.15,279.39,1kg
Swarna Chakki Atta,Rice & Atta,$24.70,1339.98,10kg
India Gate Chef Supreme,Rice & Atta,$63.46,3442.7,20kg
India Gate Every Day Rice,Rice & Atta,$15.11,819.72,5kg
Plain Flour 12.​ - Manildra,Rice & Atta,$14.16,768.18,5kg
White Raw Rice - Aithra,Rice & Atta,$17.58,953.71,5kg
India Gate Dubar Rice,Rice & Atta,$15.44,837.62,5kg
Matta Rice - Pattu,Rice & Atta,$23.73,1287.35,10kg
Taj Classic Rice,Rice & Atta,$74.06,4017.76,20kg
Fortune Biryani Basmti Rice,Rice & Atta,"was $77.23


$67.99",4189.73,20kg
Kaveri Rice - Sona Masoori,Rice & Atta,$74.67,4050.85,25kg
Lal Qilla Supreme Sela Rice,Rice & Atta,$20.60,1117.55,5kg
Parliament Low Gi Rice,Rice & Atta,$3.70,200.73,1kg
Thulasi Mappillai Samba Rice,Rice & Atta,$29.61,1606.34,5kg
Bansari Rice - Palakkadan Matta Red Parboiled,Rice & Atta,$14.49,786.08,5kg
Bansari Rice - Porridge,Rice & Atta,$2.99,162.21,1kg
Dh Matta Rice,Rice & Atta,$6.89,373.78,2kg
Gajanand Gujarat 17 Rice,Rice & Atta,$15.78,856.06,5kg
Matta Rice - Nirapara 10,Rice & Atta,$28.47,1544.5,10g
Miller Basmati Rice,Rice & Atta,$18.67,1012.85,5kg
Taj Premium Rice,Rice & Atta,$5.03,272.88,1kg
Thulasi Seeraga Samba Pounded Rice,Rice & Atta,$30.90,1676.32,5kg
Bansari Rice - Cracked Kanki,Rice & Atta,$10.95,594.04,5kg
Bansari Rice - Khichdi,Rice & Atta,$14.40,781.2,5kg
Bansari Rice - Red Raw,Rice & Atta,$14.07,763.3,5kg
India Gate Tibar Rice,Rice & Atta,$16.86,914.66,5kg
Sohum Multi Grain Atta,Rice & Atta,$13.37,725.32,5kg
Taj Classic Rice,Rice & Atta,$39.70,2153.73,10kg
Viya Basmati Rice,Rice & Atta,$20.22,1096.94,5kg
Chak De India Basmati Rice,Rice & Atta,$23.63,1281.93,5kg
DH Jaya Rice,Rice & Atta,$6.84,371.07,2kg
Aithra Bajra (​Millet) Broken,Lentils,$3.60,195.3,500g
Jk Dal - Mung Beans Berkin (​Big),Lentils,$3.62,196.39,1kg
Pattu Dal - Mung Split With Skin,Lentils,$17.88,969.99,5kg
Pattu Dal - Udad Whole White,Lentils,$9.80,531.65,2kg
Deep Dal - Urad Chilka,Lentils,$4.87,264.2,907g
Mother's Pride Dal - Black Chana (​Tyson),Lentils,$11.48,622.79,5kg
Saurbhi Dal - Mung Bean Celera,Lentils,$4.48,243.04,1kg
Jk Dal - Mung Beans Split,Lentils,$4.10,222.42,1kg
Pattu Dal - Mung Beans Celera,Lentils,$8.59,466.01,2kg
Saurbhi Dal - Urid Whole Black,Lentils,$4.71,255.52,1kg
Parsram Dal - Moth Beans,Lentils,$5.25,284.81,1kg
Viya Dal - Popping Corn,Lentils,$3.15,170.89,1kg
Jk Dal - Toor Dal,Lentils,$17.10,927.68,4kg
Saurbhi Dal - Tuvar Whole,Lentils,$4.92,266.91,1kg
Pattu Dal - Yellow Split Peas,Lentils,$2.78,150.82,1kg
Saurbhi Dal - Chickpeas Premium,Lentils,$17.14,929.84,5kg
Saurbhi Dal - Pop Corn,Lentils,$3.53,191.5,1kg
Pattu Dal - Red Split Lentils (​Aus),Lentils,$13.92,755.16,5kg
Saurbhi Dal - Red Lentils Gota,Lentils,$3.49,189.33,1kg
Deep Dal - Urad,Lentils,$5.62,304.88,907g
Mother's Pride Dal - Toor Dal,Lentils,$8.95,485.54,2kg
Jk Dal - Mixed Dal,Lentils,$4.54,246.3,1kg
Parsram Dal - Horse Gram,Lentils,$5.25,284.81,1kg
Jk Dal - Red Kidney Beans Dark,Lentils,$5.61,304.34,1kg
Parsram Dal - Urid Gota,Lentils,$4.90,265.83,1kg
Viya Dal - Blue Peas,Lentils,$2.78,150.82,1kg
Mother's Pride Dal - Blue Peas,Lentils,$3.36,182.28,1kg
Mother's Pride Dal - Yellow Split Peas,Lentils,$2.59,140.51,1kg
Jk Dal - Mung Beans Celera (​Small),Lentils,$4.03,218.63,1kg
Mother's Pride Dal - Udad Split White,Lentils,$21.32,1156.61,5kg
Pattu Dal - Chick Peas Tyson,Lentils,$10.55,572.34,5kg
Saurbhi Dal - Black Eye Bean,Lentils,$8.11,439.97,1kg
Mother's Pride Dal - Chana Dal,Lentils,$12.13,658.05,5kg
Mother's Pride Dal - Pop Corn,Lentils,$4.33,234.9,1kg
Saurbhi Dal - Red Spilt Lentils,Lentils,$5.99,324.96,2kg
Irfaz Toor Dal,Lentils,"was $4.71


$3.99",255.52,1kg
Pattu Dal - Barley,Lentils,$2.40,130.2,1kg
Pattu Dal - Udad Whole Black,Lentils,$8.66,469.8,2kg
Parsram Dal - Masoor,Lentils,$3.42,185.54,1kg
Pattu Dal - Green Split Peas,Lentils,$5.25,284.81,1kg
Jk Dal - Soya Beans,Lentils,$3.34,181.2,1kg
Pattu Dal - Black Eye Beans,Lentils,$12.86,697.66,2kg
Parsram Dal - Urid Dal,Lentils,$3.85,208.86,1kg
Pattu Dal - Red Kidney Beans Dark,Lentils,$23.94,1298.75,5kg
Viya Dal - Mix,Lentils,$4.33,234.9,1kg
Parsram Dal - Chickpeas Tyson (​Black Chana),Lentils,$1.75,94.94,1kg
Ayur Face Pack - Sandal,Cosmetic,$3.14,170.34,100g
Hamdard Roghan Badam,Cosmetic,$8.69,471.43,50ml
Himalaya Face Scrub Whitening,Cosmetic,$5.53,300.0,100g
Uttam Herbal Triphla Powder,Cosmetic,$2.91,157.87,200g
Bajaj Almond Hair Oil,Cosmetic,$2.75,149.19,100ml
Himalaya Crm & Honey Soap,Cosmetic,$2.18,118.27,125g
Himalaya Face Scrub Apricot,Cosmetic,$5.43,294.58,100g
Mysore Sandal / Jasmine / Rose Soap X 3pk,Cosmetic,$9.50,515.38,125g
Ayur Herbals Amla & Shikakai with Reetha Shampoo,Cosmetic,$8.64,468.72,500ml
Bajaj Almond Hair Oil,Cosmetic,$11.10,602.17,475ml
Hamdard Joshanda,Cosmetic,$1.63,88.43,33gm
Dabur Sitopaladi Churan,Cosmetic,$5.76,312.48,60g
Himalaya Fairness kesar Face Pack,Cosmetic,$5.53,300.0,100g
Himalaya Koflet Cough Syrup,Cosmetic,$4.32,234.36,100ml
